,bet,count,money,result
1462,10.525152981060375,1462.0,8501.34004534178,Win
1463,10.527258011656587,1463.0,8511.865198322841,Win
1464,10.529363463258917,1464.0,8522.392456334497,Win
1465,10.528310526912591,1465.0,8511.86309287124,Lose
1466,10.5272576958599,1466.0,8501.334782344327,Lose
1467,10.529363147399073,1467.0,8511.862040040187,Win
1468,10.528310211084333,1468.0,8501.332676892787,Lose
1469,10.527257380063226,1469.0,8490.804366681703,Lose
1470,10.52620465432522,1470.0,8480.27710930164,Lose
1471,10.528309895256085,1471.0,8490.803313955965,Win
1472,10.530415557235136,1472.0,8501.331623851222,Win
1473,10.532521640346582,1473.0,8511.862039408457,Win
1474,10.531468388182548,1474.0,8501.32951776811,Lose
1475,10.53041524134373,1475.0,8490.798049379928,Lose
1476,10.529362199819596,1476.0,8480.267634138583,Lose
1477,10.528309263599615,1477.0,8469.738271938764,Lose
1478,10.527256432673255,1478.0,8459.209962675164,Lose
1479,10.526203707029987,1479.0,8448.68270624249,Lose
1480,10.525151086659283,1480.0,8438.156502535461,Lose
1481,10.524098571550617,1481.0,8427.631351448801,Lose
1482,10.526203391264927,1482.0,8438.155450020351,Win
1483,10.52830863194318,1483.0,8448.681653411615,Win
1484,10.530414293669567,1484.0,8459.209962043558,Win
1485,10.532520376528302,1485.0,8469.740376337228,Win
1486,10.534626880603607,1486.0,8480.272896713755,Win
1487,10.536733805979727,1487.0,8490.80752359436,Win
1488,10.53568013259913,1488.0,8480.27078978838,Lose
1489,10.53778726862565,1489.0,8490.806469920979,Win
1490,10.536733489898786,1490.0,8480.268682652353,Lose
1491,10.535679816549797,1491.0,8469.731949162455,Lose
1492,10.534626248568141,1492.0,8459.196269345905,Lose
1493,10.536733173817854,1493.0,8469.730895594472,Win
1494,10.535679500500473,1494.0,8459.194162420654,Lose
1495,10.534625932550423,1495.0,8448.658482920153,Lose
1496,10.533572469957168,1496.0,8438.123856987602,Lose
1497,10.532519112710172,1497.0,8427.590284517644,Lose
1498,10.531465860798901,1498.0,8417.057765404934,Lose
1499,10.530412714212822,1499.0,8406.526299544135,Lose
1500,10.532518796755665,1500.0,8417.056712258349,Win
1501,10.53146554487599,1501.0,8406.524193461593,Lose
1502,10.533571837984965,1502.0,8417.05565900647,Win
1503,10.532518480801167,1503.0,8406.522087168485,Lose
1504,10.534624984497327,1504.0,8417.054605649286,Win
1505,10.533571521998878,1505.0,8406.519980664789,Lose
1506,10.535678236303278,1506.0,8417.053552186788,Win
1507,10.534624668479648,1507.0,8406.517873950484,Lose
1508,10.5335712060128,1508.0,8395.983249282004,Lose
1509,10.5325178488922,1509.0,8385.449678075991,Lose
1510,10.534624352461977,1510.0,8395.982195924884,Win
